Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH400100078,Liquor - hotel licence,1949-10-11 00:00:00,Current,1949-10-11 00:00:00,Trading,Albion Hotel,135 George St ,PARRAMATTA,2150.0,-33.81606,151.011702,Parramatta,,Metropolitan,Albion Hotel UT Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Parramatta - North,,2.0,18,12,30,0,30,30,2023,,621385484.0,
LIQH400100922,Liquor - hotel licence,1949-10-11 00:00:00,Current,1949-10-11 00:00:00,Trading,Cabramatta Inn,174-176 Cabramatta Rd West ,CABRAMATTA,2166.0,-33.895785,150.938039,Fairfield,,Metropolitan,Ryan Hayes,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Cabramatta - Lansvale,,3.0,15,15,30,0,30,30,2023,,,
LIQH400117418,Liquor - hotel licence,1949-09-27 00:00:00,Current,2023-06-29 00:00:00,Trading,Crown & Anchor Hotel,189 Hunter St ,NEWCASTLE,2300.0,-32.926674,151.77871,Newcastle,,Metropolitan,Jacqueline Bourke,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Newcastle - Cooks Hill,,1.0,9,0,9,0,9,9,2023,,,
LIQH400102739,Liquor - hotel licence,1949-07-04 00:00:00,Current,1949-07-04 00:00:00,Trading,Great Southern Hotel,717-723 George St ,HAYMARKET,2000.0,-33.880887,151.204344,Sydney,Sydney CBD Precinct,Metropolitan,Ralph Givens Pongco,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (South) - Haymarket,,3.0,28,2,30,0,30,30,2023,,,
LIQH400100175,Liquor - hotel licence,1949-06-15 00:00:00,Current,2021-07-07 00:00:00,Trading,Rocksia Hotel,299-307 Princes Highway ,Arncliffe,2205.0,-33.943972,151.141882,Bayside,,Metropolitan,Tyraine Holding,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Arncliffe - Bardwell Valley,,2.0,30,0,30,0,30,30,2023,,,
LIQH400102054,Liquor - hotel licence,1949-06-06 00:00:00,Current,1949-06-06 00:00:00,Trading,Empire Hotel Annandale,103A Parramatta Rd ,ANNANDALE,2038.0,-33.887595,151.16811,Inner West,,Metropolitan,AC INVEST HOSPITALITY TRADING 3 PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Annandale (NSW),,1.0,19,0,19,0,19,19,2023,,672252032.0,
LIQH400100698,Liquor - hotel licence,1949-05-23 00:00:00,Current,1949-05-23 00:00:00,Trading,Boyle's Sutherland Hotel,808 Princes Hwy ,SUTHERLAND,2232.0,-34.032612,151.057388,Sutherland Shire,,Metropolitan,Andrew Harrison,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sutherland - Kirrawee,,1.0,29,1,30,0,30,30,2023,,,
LIQH400101961,Liquor - hotel licence,1949-04-20 00:00:00,Current,1949-04-20 00:00:00,Trading,Blacktown Inn Hotel,80 Blacktown Rd ,BLACKTOWN,2148.0,-33.778066,150.919616,Blacktown,,Metropolitan,Nathan Williams,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Blacktown (East) - Kings Park,,3.0,15,15,30,0,30,30,2023,,,
LIQH400103476,Liquor - hotel licence,1949-04-20 00:00:00,Current,1949-04-20 00:00:00,Trading,Hyatt Regency Sydney,161 Sussex St ,SYDNEY,2000.0,-33.870027,151.203257,Sydney,Sydney CBD Precinct,Metropolitan,Jane Lyons,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2023,,,
LIQH400102232,Liquor - hotel licence,1949-02-28 00:00:00,Current,1949-02-28 00:00:00,Trading,Pier One Sydney Harbour,11 Hickson Rd ,DAWES POINT,2000.0,-33.854273,151.208005,Sydney,Sydney CBD Precinct,Metropolitan,Kim Mahaffy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2023,,,
LIQH400118139,Liquor - hotel licence,1949-02-15 00:00:00,Current,1949-02-15 00:00:00,Trading,Sydney Junction Hotel,8 Beaumont St ,HAMILTON,2303.0,-32.918333,151.747735,Newcastle,,Metropolitan,Callen Meir,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Hamilton - Broadmeadow,,2.0,26,0,26,0,26,26,2023,,,
LIQH400100701,Liquor - hotel licence,1949-01-24 00:00:00,Current,1949-01-24 00:00:00,Trading,Rosehill Hotel,Alfred St & Parramatta Rd ,GRANVILLE,2142.0,-33.831592,151.014801,Parramatta,,Metropolitan,Ngoc Nguyen,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Granville - Clyde,,3.0,15,15,30,0,30,30,2023,,,
LIQH400106041,Liquor - hotel licence,1948-12-22 00:00:00,Current,1948-12-22 00:00:00,Trading,Yennora Oasis Hotel,140 Fairfield St ,YENNORA,2161.0,-33.869151,150.971653,Fairfield,,Metropolitan,Thanh Tran,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Fairfield - East,,3.0,15,15,30,0,30,30,2023,,,
LIQH400112181,Liquor - hotel licence,1948-12-17 00:00:00,Current,1948-12-17 00:00:00,Trading,Pastoral Hotel,110 Talbragar St ,DUBBO,2830.0,-32.245101,148.605676,Dubbo Regional,,Country,Grace Pilon,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Dubbo - South,,2.0,18,0,18,0,18,18,2023,,,
LIQH400108141,Liquor - hotel licence,1948-12-15 00:00:00,Current,1948-12-15 00:00:00,Trading,Zed Bar,586 Dean St ,ALBURY,2640.0,-36.080315,146.915211,Albury,,Country,BRIAN GRENFELL,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Albury - South,,2.0,0,0,0,0,0,0,2023,,,
LIQH400105398,Liquor - hotel licence,1948-12-06 00:00:00,Current,1948-12-06 00:00:00,Trading,Royal Oak Hotel,46 Railway St ,LIDCOMBE,2141.0,-33.864287,151.044624,Cumberland,,Metropolitan,Patrick Pignataro,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Lidcombe,,3.0,15,15,30,0,30,30,2023,,,
LIQH400104936,Liquor - hotel licence,1948-11-15 00:00:00,Current,1948-11-15 00:00:00,Trading,Greenfield Tavern Hotel,Mimosa & Greenfield Rds ,GREENFIELD PARK,2176.0,-33.871453,150.889497,Fairfield,,Metropolitan,Brandon Kerr,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Greenfield Park - Prairiewood,,3.0,19,11,30,0,30,30,2023,,,
LIQH400115687,Liquor - hotel licence,1948-11-08 00:00:00,Current,1948-11-08 00:00:00,Trading,Royal Hotel,202 Victoria St ,TAREE,2430.0,-31.914444,152.460936,Mid-Coast,,Country,Christopher Parley,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Taree,,3.0,12,0,12,0,12,12,2023,,,
LIQH400102682,Liquor - hotel licence,1948-09-27 00:00:00,Current,1948-09-27 00:00:00,Trading,Grand Hotel,30 Hunter St ,SYDNEY,2000.0,-33.865457,151.208288,Sydney,Sydney CBD Precinct,Metropolitan,Daniel West,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (North) - Millers Point,,1.0,29,0,29,0,29,29,2023,,,
LIQH400108850,Liquor - hotel licence,1948-06-07 00:00:00,Current,1948-06-07 00:00:00,Trading,Kings Hotel,60 George St ,BATHURST,2795.0,-33.415518,149.580984,Bathurst Regional,,Country,KINGS ON GEORGE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Bathurst - South,,3.0,11,0,11,0,11,11,2023,69606616808.0,606616808.0,
LIQH400117698,Liquor - hotel licence,1948-06-01 00:00:00,Current,1948-06-01 00:00:00,Trading,Kent Hotel,59-61 Beaumont St ,HAMILTON,2303.0,-32.92106,151.747723,Newcastle,,Metropolitan,Alexander Crelley,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Hamilton - Broadmeadow,,2.0,24,0,24,0,24,24,2023,,,
LIQH400100361,Liquor - hotel licence,1948-05-17 00:00:00,Current,1948-05-17 00:00:00,Trading,Bankstown Hotel,102 Chapel Rd ,BANKSTOWN,2200.0,-33.929039,151.029525,Canterbury-Bankstown,,Metropolitan,Joshua Pearce,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Bankstown - South,,3.0,30,0,30,0,30,30,2023,,,
LIQH400115458,Liquor - hotel licence,1948-05-17 00:00:00,Current,1948-05-17 00:00:00,Trading,Rutherford Hotel,158 NEW ENGLAND HWY ,RUTHERFORD,2320.0,-32.719236,151.536715,Maitland,,Country,Eric Wilkinson,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Rutherford (North) - Aberglasslyn,,2.0,30,0,30,0,30,30,2023,,,
LIQH400119445,Liquor - hotel licence,1948-05-13 00:00:00,Current,1948-05-13 00:00:00,Trading,Colonial Hotel,156 Victoria St ,WERRINGTON,2747.0,-33.7572,150.749196,Penrith,,Metropolitan,Donna Anderson,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Kingswood - Werrington,,2.0,21,9,30,0,30,30,2023,,,
LIQH400103697,Liquor - hotel licence,1948-04-23 00:00:00,Current,1948-04-23 00:00:00,Trading,Ibis Sydney Darling Harbour,70 Murray St ,SYDNEY,2000.0,-33.871015,151.19788,Sydney,,Metropolitan,PEARL HOTELS D 1993 PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (South) - Haymarket,,3.0,0,0,0,0,0,0,2023,25060896568.0,60896568.0,
LIQH400121954,Liquor - hotel licence,1948-04-01 00:00:00,Current,1948-04-01 00:00:00,Trading,Royal Hotel,Windsor St ,RICHMOND,2753.0,-33.597541,150.752865,Hawkesbury,,Metropolitan,KAREN ANDERSON,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Richmond - Clarendon,,2.0,27,2,29,0,29,29,2023,,,
LIQH400100183,Liquor - hotel licence,1947-12-15 00:00:00,Current,1947-12-15 00:00:00,Trading,Ashfield Hotel,204 Liverpool Rd ,ASHFIELD,2131.0,-33.889865,151.12609,Inner West,,Metropolitan,Lisa Umasivadol,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Ashfield - South,,2.0,15,15,30,0,30,30,2023,,,
LIQH400115989,Liquor - hotel licence,1947-12-01 00:00:00,Current,1947-12-01 00:00:00,Trading,Royal Hotel,Herber St ,MOREE,2400.0,-29.463143,149.840427,Moree Plains,,Country,Alexander McClenaghan,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Moree,,3.0,19,0,19,0,19,19,2023,,,
LIQH400118899,Liquor - hotel licence,1947-08-28 00:00:00,Current,1947-08-28 00:00:00,Trading,Hydro Majestic Hotel - Blue Mountains,Great Western Hwy ,MEDLOW BATH,2780.0,-33.676099,150.280964,Blue Mountains,,Metropolitan,HYDRO MAJESTIC PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Katoomba - Leura,,2.0,0,0,0,0,0,0,2023,77134292489.0,134292489.0,
LIQH400119372,Liquor - hotel licence,1947-07-22 00:00:00,Current,1947-07-22 00:00:00,Trading,Tourist Hotel,31 Monaro St ,QUEANBEYAN,2620.0,-35.353504,149.232873,Queanbeyan-Palerang Regional,,Country,THQ OPERATIONS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Queanbeyan,,2.0,28,0,28,1,29,27,2023,39648694160.0,648694160.0,
LIQH400120788,Liquor - hotel licence,1947-07-10 00:00:00,Current,1947-07-10 00:00:00,Trading,Royal Hotel,88 Wynyard St ,TUMUT,2720.0,-35.30187,148.223656,Snowy Valleys,,Country,Greg Kabar,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Tumut,,3.0,20,0,20,0,20,20,2023,,,
LIQH400103484,Liquor - hotel licence,1947-04-28 00:00:00,Current,1947-04-28 00:00:00,Trading,Livingstone Hotel,New Canterbury & Livingstone Rds ,PETERSHAM,2049.0,-33.896922,151.152588,Inner West,,Metropolitan,Ross Powell,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Petersham - Stanmore,,1.0,21,0,21,0,21,21,2023,,,
LIQH400114915,Liquor - hotel licence,1947-04-28 00:00:00,Current,1947-04-28 00:00:00,Trading,Peden's Hotel,198 Vincent St ,CESSNOCK,2325.0,-32.83961,151.355943,Cessnock,,Country,Sireli Bainivalu,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Cessnock,,3.0,26,0,26,0,26,26,2023,,,
LIQH400104006,Liquor - hotel licence,1947-03-17 00:00:00,Current,1947-03-17 00:00:00,Trading,Moore Park View Hotel,853 South Dowling St ,WATERLOO,2017.0,-33.901096,151.214649,Sydney,,Metropolitan,SCOTT DOBLE,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Waterloo,,2.0,15,0,15,0,15,15,2023,,,
LIQH400100299,Liquor - hotel licence,1947-03-03 00:00:00,Current,1947-03-03 00:00:00,Trading,Greenwood Hotel,Metroplaza 99 Miller St ,NORTH SYDNEY,2060.0,-33.840435,151.207694,North Sydney,,Metropolitan,David Monaghan,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,North Sydney - Lavender Bay,,1.0,15,0,15,0,15,15,2023,,,
LIQH400100396,Liquor - hotel licence,1947-01-13 00:00:00,Current,1947-01-13 00:00:00,Trading,Bath Arms Hotel,Parramatta & Burwood Rds ,BURWOOD,2134.0,-33.86918,151.104924,Burwood,,Metropolitan,DE ANGELIS INVESTMENTS PTY LTD,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Burwood (NSW),,3.0,30,0,30,0,30,30,2023,50001425109.0,1425109.0,
LIQH400121059,Liquor - hotel licence,1946-12-02 00:00:00,Current,1946-12-02 00:00:00,Trading,Farmers Home Hotel,Hammond Ave ,EAST WAGGA WAGGA,2650.0,-35.12048,147.378702,Wagga Wagga,,Country,Sean O'Hara,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Wagga Wagga - East,,2.0,30,0,30,0,30,30,2023,,,
LIQH400115776,Liquor - hotel licence,1946-09-17 00:00:00,Current,1946-09-17 00:00:00,Trading,White Cliffs Hotel-Motel,Cnr Keraro Rd & Johnson St ,WHITE CLIFFS,2836.0,-30.852597,143.089379,Central Darling,,Country,Sarah Ker,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Far West,,3.0,0,0,0,0,0,0,2023,,,
LIQH400101732,Liquor - hotel licence,1946-09-02 00:00:00,Current,1946-09-02 00:00:00,Trading,Croydon Park Hotel,212 Georges River Rd ,CROYDON PARK,2133.0,-33.896096,151.106591,Canterbury-Bankstown,,Metropolitan,LEWIS HOTELS (CROYDON PARK) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Croydon Park - Enfield,,1.0,30,0,30,0,30,30,2023,,114236172.0,
LIQH400116578,Liquor - hotel licence,1946-08-07 00:00:00,Current,1946-08-07 00:00:00,Trading,Eatons Hotel,172-188 Bridge St ,MUSWELLBROOK,2333.0,-32.259274,150.889004,Muswellbrook,,Country,Khalifa Askar,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Muswellbrook,,3.0,6,0,6,0,6,6,2023,,,
LIQH400101848,Liquor - hotel licence,1946-06-19 00:00:00,Current,1946-06-19 00:00:00,Trading,Doncaster Hotel,268 Anzac Pde ,KENSINGTON,2033.0,-33.912678,151.224577,Randwick,,Metropolitan,Matteo Alberici,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Kensington (NSW),,1.0,29,0,29,0,29,29,2023,,,
LIQH400115423,Liquor - hotel licence,1946-05-14 00:00:00,Current,1946-05-14 00:00:00,Trading,Royal Federal Hotel,50 Maitland St ,BRANXTON,2335.0,-32.656443,151.352954,Cessnock,,Country,RFH BRANXTON PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Branxton - Greta - Pokolbin,,1.0,18,0,18,0,18,18,2023,93621312212.0,621312212.0,
LIQH400118562,Liquor - hotel licence,1945-10-22 00:00:00,Current,2018-08-03 00:00:00,Trading,The Lord Anson,224 Anson St ,ORANGE,2800.0,-33.282404,149.099322,Orange,,Country,DELIVER HOTELS CORPORATE PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Orange,,3.0,0,0,0,0,0,0,2023,,664457292.0,
LIQH400112998,Liquor - hotel licence,1945-08-27 00:00:00,Current,2021-06-28 00:00:00,Trading,Shoreline Tavern Harrington,"Harrington Waters Estate, Harrington Waters Lot 1 ",HARRINGTON,2427.0,-31.883141,152.653209,Mid-Coast,,Country,Kylee Smith,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Taree Surrounds,,2.0,9,0,9,0,9,9,2023,,,
LIQH400102860,Liquor - hotel licence,1945-05-18 00:00:00,Current,1945-05-18 00:00:00,Trading,Guildford Hotel,309 Guildford Rd ,GUILDFORD,2161.0,-33.853562,150.986656,Cumberland,,Metropolitan,Sok Him Mel,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Guildford - South Granville,,3.0,15,15,30,0,30,30,2023,,,
LIQH400110308,Liquor - hotel licence,1944-11-17 00:00:00,Current,2022-03-01 00:00:00,Trading,Northern Hotel,636 Beryl St ,BROKEN HILL,2880.0,-31.946881,141.478522,Broken Hill,,Country,Anthony Hocking,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Broken Hill,,3.0,0,0,0,0,0,0,2023,,,
LIQH400118279,Liquor - hotel licence,1944-07-11 00:00:00,Current,1944-07-11 00:00:00,Trading,Wickham Park Hotel,61 Maitland Rd ,ISLINGTON,2296.0,-32.918181,151.750939,Newcastle,,Metropolitan,Tristan Heels,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Wickham - Carrington - Tighes Hill,,1.0,7,0,7,0,7,7,2023,,,
LIQH400105622,Liquor - hotel licence,1944-01-26 00:00:00,Current,1944-01-26 00:00:00,Trading,Sir Joseph Banks Hotel,1354 Botany Rd ,BOTANY,2019.0,-33.954331,151.20358,Bayside,,Metropolitan,Ayush Shrestha,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Botany,,1.0,30,0,30,0,30,30,2023,,,
LIQH400116993,Liquor - hotel licence,1943-12-15 00:00:00,Current,1943-12-15 00:00:00,Trading,Wynter Tavern,Bushland Dr ,TAREE,2430.0,-31.890528,152.461376,Mid-Coast,,Country,Mark Fotheringham,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Taree,,3.0,17,0,17,0,17,17,2023,,,
LIQH400121253,Liquor - hotel licence,1943-11-09 00:00:00,Current,2023-06-28 00:00:00,Trading,Victoria Hotel,55-57 Baylis St ,WAGGA WAGGA,2650.0,-35.117199,147.369584,Wagga Wagga,,Country,HARVEST PUB OPERATIONS 2 PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Wagga Wagga - West,,3.0,28,0,28,0,28,28,2023,51652748242.0,652748242.0,
LIQH400106157,Liquor - hotel licence,1943-10-27 00:00:00,Current,1943-10-27 00:00:00,Trading,Twin Willows Hotel,739 Hume Hwy ,BASS HILL,2197.0,-33.900129,150.994158,Canterbury-Bankstown,,Metropolitan,Andrew Larkin,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Bass Hill - Georges Hall,,3.0,19,11,30,0,30,30,2023,,,
LIQH400103808,Liquor - hotel licence,1943-05-19 00:00:00,Current,2022-10-28 00:00:00,Trading,Matraville Hotel,Perry St & Bunnerong Rd ,MATRAVILLE,2036.0,-33.960149,151.231006,Randwick,,Metropolitan,OASIS HOTEL GROUP PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Matraville - Chifley,,1.0,25,5,30,0,30,30,2023,44079553325.0,79553325.0,
LIQH400117108,Liquor - hotel licence,1942-12-08 00:00:00,Current,1942-12-08 00:00:00,Trading,Argyle House,311 Wharf Rd ,NEWCASTLE,2300.0,-32.925753,151.775197,Newcastle,,Metropolitan,Greg Mathew,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Newcastle - Cooks Hill,,1.0,1,0,1,0,1,1,2023,,,
LIQH400101384,Liquor - hotel licence,1942-09-28 00:00:00,Current,1942-09-28 00:00:00,Trading,The New Commercial Hotel,Bigge & Scott Sts ,LIVERPOOL,2170.0,-33.925024,150.926185,Liverpool,,Metropolitan,Yang Li,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Liverpool - East,,3.0,30,0,30,0,30,30,2023,,,
LIQH400106254,Liquor - hotel licence,1942-09-21 00:00:00,Current,1942-09-21 00:00:00,Trading,Unity Hall Hotel,292-294 Darling St ,BALMAIN,2041.0,-33.857651,151.180802,Inner West,,Metropolitan,Geoffrey Roddy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Balmain,,1.0,19,3,22,0,22,22,2023,,,
LIQH400100973,Liquor - hotel licence,1942-09-07 00:00:00,Current,1942-09-07 00:00:00,Trading,Campsie Hotel,Hill & Beamish Sts ,CAMPSIE,2194.0,-33.914048,151.104497,Canterbury-Bankstown,,Metropolitan,Hee Moon,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Campsie - South,,3.0,15,15,30,0,30,30,2023,,,
LIQH400101015,Liquor - hotel licence,1942-06-08 00:00:00,Current,2023-06-29 00:00:00,Trading,Mighty Hunter Valley,Orient St ,NULKABA,2325.0,-32.806574,151.349964,Cessnock,,Country,FOUNDERS FIRST HUNTER VALLEY PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Cessnock,,3.0,0,0,0,0,0,0,2023,70638584737.0,638584737.0,
LIQH400102283,Liquor - hotel licence,1941-11-03 00:00:00,Current,2020-10-21 00:00:00,Trading,Ivy,320-346 George St ,SYDNEY,2000.0,-33.866318,151.207657,Sydney,Sydney CBD Precinct,Metropolitan,Thomas Andrews,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,29,1,30,0,30,30,2023,,,
LIQH400110200,Liquor - hotel licence,1941-11-03 00:00:00,Current,1941-11-03 00:00:00,Trading,Scruffy Murphys Hotel,43-57 Goulburn St ,HAYMARKET,2000.0,-33.878061,151.20602,Sydney,Sydney CBD Precinct,Metropolitan,BRICKFIELD HILL HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (South) - Haymarket,,3.0,15,15,30,0,30,30,2023,80653895839.0,653895839.0,
LIQH400118481,Liquor - hotel licence,1941-06-04 00:00:00,Current,1941-06-04 00:00:00,Trading,Southgate Inn,16A Kent St ,SOUTH TAMWORTH,2340.0,-31.103574,150.919018,Tamworth Regional,,Country,Michael Squires,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Tamworth - East,,3.0,28,0,28,0,28,28,2023,,,
LIQH400104111,Liquor - hotel licence,1941-06-02 00:00:00,Current,1941-06-02 00:00:00,Trading,Public House Petersham,292-294 Stanmore Rd ,PETERSHAM,2049.0,-33.896817,151.159334,Inner West,,Metropolitan,Leigh Crawley,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Petersham - Stanmore,,1.0,16,0,16,0,16,16,2023,,,
